property_type,society,sector,price_in_cr,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,study room,pooja room,store room,others,furnishing_type,luxury_score
flat,tulip violet,sector 69,1.6,10139.03,3,3,2,0.0,relatively new,1435.0,0,0,1,0,0,1,146.0
flat,sare crescent parc royal greens phase 1,sector 92,0.79,6086.01,3,2,2,15.0,new,1180.0,0,0,0,0,0,1,17.0
flat,ats tourmaline,sector 109,1.75,10000.0,3,3,3,4.0,new,1466.0,0,0,0,0,0,1,30.0
flat,emaar mgf emerald floors premier,sector 65,2.5,15150.96,3,3,3,3.0,relatively new,1500.0,1,1,0,0,0,1,10.0
flat,signature global city 63a,sector 63,2.0,12800.0,3,3,2,1.0,under construction,1540.0,0,0,0,0,0,1,19.0
house,dlf city plots phase 3,sector 24,1.6,3292.12,8,5,3+,4.0,old,540.0,0,0,0,0,0,1,4.0
flat,conscient heritage max,sector 102,2.65,10374.99,4,5,3+,17.0,relatively old,2322.0,1,0,0,0,0,1,101.0
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10600.98,2,2,2,12.0,relatively new,832.0,0,0,0,0,0,1,80.0
house,bptp visionnaire,sector 70,4.7,18008.01,4,4,3+,3.0,new,2610.0,0,0,0,0,1,1,22.0
flat,bptp pedestal,sector 70,1.6,10158.02,3,3,3,2.0,new,1750.0,1,0,0,0,1,1,57.0
flat,dlf the skycourt,sector 86,1.55,8031.0,3,3,1,12.0,relatively new,1900.0,0,0,1,0,0,0,137.0
flat,gls arawali homes,sector 47,0.26,4513.03,2,2,2,5.0,new,640.0,0,0,0,0,0,1,61.0
flat,pyramid urban homes 2,sector 86,0.5,9698.0,2,2,2,6.0,old,573.0,0,0,0,0,0,1,13.0
flat,ild greens,sector 37,0.78,5713.99,2,2,3,1.0,relatively old,899.97,0,0,0,0,0,0,80.0
flat,assotech blith,sector 99,0.82,6007.02,2,2,3,0.0,new,1365.0,0,0,0,0,0,1,59.0
flat,supertech hues,sector 68,0.82,6949.98,2,2,3+,21.0,under construction,1073.0,0,0,0,0,1,1,61.0
house,independent,sector 8,0.59,10084.95,2,2,2,2.0,relatively old,585.0,0,0,0,0,1,1,2.0
flat,bestech park view sanskruti,sector 92,1.5,7812.01,3,3,3,3.0,relatively new,1745.0,0,0,0,0,1,1,24.0
flat,ramprastha the atrium,sector 37,0.9,6225.01,3,3,2,13.0,relatively new,1185.0,0,0,0,0,0,2,19.0
flat,ss the leaf,sector 85,1.91,5026.0,4,6,3,6.0,relatively new,3890.0,1,0,0,0,0,1,151.0
house,eldeco mansionz,sector 48,4.95,20598.99,7,7,3+,2.0,old,2403.0,1,1,1,1,0,0,114.0
house,independent,sector 40,5.0,21123.96,9,9,3+,3.0,relatively old,2367.0,1,0,0,1,0,0,62.0
flat,tulip violet,sector 69,1.7,8623.01,4,4,1,12.0,relatively new,1791.0,0,0,0,0,0,1,74.0
house,international city by sobha phase 2,sector 109,6.25,11574.01,4,4,3+,2.0,relatively new,5400.0,1,0,0,0,0,1,109.0
flat,the close north,sector 50,3.0,11516.01,3,3,3+,14.0,old,2368.0,1,0,0,0,0,0,87.0
flat,orchid petals,sector 49,2.23,10969.01,3,3,3,14.0,relatively new,1848.0,0,0,0,0,1,1,21.0
flat,spire woods now ananda by alpha corp,sector 103,1.25,6902.0,3,4,3,11.0,under construction,2012.0,1,1,0,0,0,1,78.0
flat,brisk lumbini terrace homes,sector 109,1.5,6616.0,3,3,1,4.0,new,2519.0,1,0,0,0,0,1,18.0
flat,signature global city 81,sector 81,0.8,14652.01,2,2,2,4.0,under construction,607.0,0,1,0,0,0,1,18.0
house,dlf gardencity enclave,sector 93,1.3,11284.04,3,2,1,3.0,relatively new,1152.0,0,0,0,0,0,1,33.0
flat,indiabulls centrum park,sector 103,1.65,8250.0,3,3,3+,15.0,relatively new,1676.0,0,1,0,0,0,1,40.0
house,independent,sector 3a,0.6,6000.0,1,1,0,1.0,relatively new,1000.0,0,0,0,0,0,1,15.66
house,vipul tatvam villa,sector 48,8.5,26234.97,4,4,1,2.0,relatively new,3240.0,0,0,0,0,0,1,15.0
flat,conscient heritage max,sector 102,1.75,9011.0,3,4,3+,13.0,relatively new,1765.0,1,0,0,0,0,0,83.0
house,independent,sector 14,4.5,20000.0,5,5,1,1.0,relatively new,2778.0,0,0,0,0,0,1,43.42
flat,nbcc heights,sector 89,1.5,7057.99,3,3,3,8.0,relatively new,1932.0,1,1,0,0,0,1,78.0
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.03,3,3,3,3.0,relatively new,1600.0,1,1,0,0,0,0,24.0
flat,bestech park view ananda,sector 81,1.15,6927.0,3,2,3+,6.0,relatively new,1458.0,0,1,0,0,0,0,96.0
house,ireo victory valley,sector 67,8.0,22221.98,6,7,3+,51.0,relatively old,3600.0,1,1,1,0,0,0,30.0
flat,la vida by tata housing,sector 113,1.75,10489.03,2,2,3,10.0,relatively new,1430.0,0,1,0,0,0,1,79.0
house,independent,sector 3a,0.55,6706.99,2,2,1,2.0,relatively old,810.0,0,0,0,0,0,1,7.71
flat,godrej nature plus,sector 47,1.35,8670.02,3,2,3+,17.0,new,1415.0,0,0,0,0,0,1,36.0
flat,shree vardhman flora,sector 90,1.25,4853.99,4,5,2,8.0,relatively new,2341.0,1,1,0,0,0,1,142.0
flat,sare green parc phase 3,sector 92,0.79,6086.01,3,2,2,15.0,new,1180.0,0,0,0,0,0,1,16.0
flat,shree balaji appartment,sector 33,0.4,5000.0,2,2,2,1.0,relatively new,727.0,0,0,0,0,0,2,35.84
flat,ansal api esencia,sector 67,1.0,6435.01,3,3,3+,2.0,relatively old,1413.0,0,0,0,0,0,1,9.0
flat,pgr shree kripaluji apartment,sector 52,1.4,6086.0,3,3,3+,8.0,relatively new,2556.0,0,0,0,0,0,0,48.0
flat,paras dews,sector 106,0.87,9255.02,2,2,3+,1.0,new,1120.0,0,0,0,0,0,1,151.0
flat,godrej air,sector 85,2.5,13796.91,4,5,3+,16.0,under construction,2013.0,0,1,1,0,1,0,21.0
house,ss aaron ville,sector 49,6.75,15000.0,5,4,2,2.0,new,4500.0,0,0,0,0,1,1,30.0
flat,dlf regal gardens,sector 90,1.25,6459.01,3,3,3,10.0,relatively new,1650.0,0,0,0,0,1,0,34.0
flat,vatika gurgaon,sector 83,1.33,5563.99,4,4,3,3.0,relatively new,2184.0,1,0,0,0,0,1,16.0
flat,gls arawali homes,sector 47,0.28,4938.01,2,2,2,3.0,relatively new,500.0,0,0,0,0,0,0,21.0
flat,emaar mgf the palm drive,sector 66,2.8,14358.02,3,3,2,12.0,new,1950.13,1,1,1,0,0,2,55.0
flat,dlf the ultima,sector 81,2.12,10080.02,3,3,3+,9.0,relatively new,1650.0,1,1,1,0,1,2,24.0
flat,sare homes,sector 92,0.95,4250.01,4,3,2,16.0,new,1983.0,0,0,0,0,0,1,61.0
flat,signature global solera 2,sector 107,0.37,6680.03,2,2,2,9.0,new,615.0,0,0,0,0,0,1,26.0
flat,umang monsoon breeze,sector 78,1.15,5284.0,3,3,3,9.0,relatively old,1978.0,1,0,0,0,1,1,12.0
flat,supertech araville,sector 79,1.45,7455.01,3,3,3,3.0,relatively new,2161.0,0,0,0,0,0,1,27.35
flat,wings apartment,sector 9,1.2,6666.0,4,3,2,4.0,relatively old,2000.0,0,0,0,0,0,0,23.0
flat,emaar mgf emerald floors premier,sector 65,2.8,16968.98,3,3,2,3.0,relatively new,1650.07,1,0,0,0,0,1,85.0
flat,tata primanti,sector 72,3.3,15102.01,3,4,3+,15.0,new,2185.14,1,0,0,0,0,2,154.0
flat,corona optus,sector 37,1.25,7175.0,3,3,3,2.0,relatively new,1557.0,0,1,0,0,0,1,24.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.03,2,2,2,0.0,under construction,1017.0,0,0,0,0,0,1,24.0
flat,godrej icon,sector 88,1.62,10018.0,3,2,3+,10.0,relatively new,1470.0,0,1,0,0,0,2,24.0
flat,sobha city,sector 108,2.6,15194.99,3,3,2,8.0,relatively new,1711.09,0,0,0,0,0,1,87.0
flat,dlf the primus,sector 82,2.6,11438.02,4,4,3+,2.0,relatively new,2273.12,0,0,0,0,1,1,38.0
flat,emaar mgf palm hills,sector 77,1.08,5400.0,3,4,3+,5.0,relatively new,1818.0,1,1,0,0,1,0,139.0
flat,smart world orchard,sector 61,1.7,15178.03,2,2,2,4.0,under construction,1244.0,0,1,0,0,0,1,106.0
flat,shreeram apartment ii,sector 3,0.21,4666.04,1,1,1,2.0,relatively new,500.0,0,0,0,0,0,1,5.0
flat,orris aster court,sector 85,0.68,5221.01,2,2,2,5.0,relatively new,1075.0,0,0,0,0,0,1,18.0
flat,puri diplomatic greens,sector 111,2.58,11727.01,3,4,2,9.0,relatively new,2000.0,1,0,0,0,0,1,86.0
flat,pioneer araya,sector 62,7.56,18000.0,4,4,3+,23.0,relatively new,4200.0,1,0,1,0,0,0,73.0
flat,aipl the peaceful homes,sector 70,2.52,10722.99,3,4,3,8.0,relatively new,2136.0,1,0,0,0,0,1,151.0
flat,orris aster court premier,sector 85,1.73,6756.99,4,5,3+,8.0,relatively new,2017.0,1,0,0,0,0,1,13.0
flat,pioneer park,sector 61,2.04,14623.03,3,3,3+,16.0,relatively old,1595.0,1,0,0,0,0,0,142.0
house,independent,sector 14,5.5,16974.99,5,4,2,2.0,old,3240.06,0,1,0,0,0,1,14.0
flat,signature global city 92,sector 92,0.78,11142.06,2,2,3,2.0,under construction,843.0,0,0,0,0,1,1,27.0
flat,signature global solera,sector 107,0.38,6333.02,2,2,2,3.0,relatively new,625.0,0,0,0,0,0,2,16.0
house,independent,sector 3,0.68,3874.0,5,3,0,1.0,relatively old,1755.0,0,0,0,0,0,1,16.96
house,suncity essel towers,sector 28,8.95,17900.0,5,6,3+,4.0,relatively old,5000.0,0,0,0,0,0,1,58.65
flat,lotus elise,sector 99,0.95,6551.0,2,3,3,7.0,relatively new,1611.0,1,0,0,0,0,1,46.09
house,emaar mgf marbella,sector 66,19.0,31665.98,5,6,3+,3.0,relatively new,6667.0,1,0,1,1,0,0,97.0
flat,m3m woodshire,sector 107,1.15,7496.01,2,2,3,0.0,relatively new,1276.0,0,1,0,0,0,1,17.0
flat,tulip violet,sector 69,1.2,8887.97,2,3,1,0.0,relatively new,1227.0,0,0,0,0,0,1,125.0
flat,signature global park,sector 47,0.9,8035.0,3,2,2,2.0,under construction,1018.0,0,0,0,0,0,1,116.0
flat,central park flower valley,sector 47,2.5,13269.99,3,3,2,1.0,new,2093.0,0,0,0,0,0,1,69.0
flat,parsvnath green ville,sector 48,3.3,9984.0,5,5,3+,4.0,old,3305.0,1,0,0,0,0,1,50.0
flat,ashiana anmol,sector 47,0.93,7294.0,2,2,2,9.0,under construction,1000.0,0,0,0,0,1,1,34.0
flat,ireo skyon,sector 60,2.12,15531.02,2,2,2,2.0,relatively new,1350.0,0,0,1,0,0,0,151.0
house,hero homes,sector 104,1.95,21194.96,3,5,3+,2.0,relatively old,920.0,0,0,0,0,0,1,68.0
flat,smriti apartment,sector 56,0.45,7500.0,1,1,2,3.0,old,545.0,0,0,0,0,0,1,34.0
flat,emaar gurgaon greens,sector 102,1.45,8786.97,3,3,3,7.0,relatively new,1500.0,1,0,0,0,0,1,136.0
house,independent,sector 3,0.47,8012.0,2,1,1,1.0,relatively old,624.0,0,0,0,1,0,1,5.94
flat,ireo the corridors,sector 67,1.7,9842.98,3,3,2,10.0,new,1342.0,1,0,0,0,1,0,21.0
house,dlf the arbour,sector 63,8.5,21518.99,4,4,3+,27.0,new,3950.0,0,0,0,0,0,1,49.0
flat,dlf regal gardens,sector 90,1.3,7150.01,3,3,3+,7.0,relatively new,1700.0,0,0,0,0,0,1,111.0
flat,eldeco accolade,sector 47,0.85,6723.99,2,2,3,10.0,new,974.0,0,0,0,0,0,1,52.0
flat,city heights,sector 39,1.75,8750.0,3,4,3,3.0,old,2222.0,1,0,0,0,0,2,21.0
flat,m3m merlin,sector 67,2.8,13671.01,3,3,3,2.0,relatively new,2048.13,0,0,0,1,0,2,154.0
flat,chanderlok society,sector 28,0.9,7234.03,4,2,3+,1.0,old,1382.0,0,0,0,0,0,1,38.06
house,vatika the seven lamps,sector 82,1.6,6597.01,4,4,3+,16.0,relatively old,2425.0,1,0,0,0,0,1,66.0
flat,dlf new town heights,sector 91,2.0,6966.99,4,4,3+,16.0,relatively old,2479.0,1,1,1,0,0,1,48.0
house,independent,sector 39,1.6,17937.02,1,1,2,2.0,old,892.0,0,0,0,0,0,1,21.0
flat,emaar mgf the palm drive,sector 66,3.5,16469.97,3,4,3,6.0,relatively new,2150.0,1,0,0,0,0,1,60.0
flat,the khushboo cooperative housing society ltd,sector 9,0.88,4887.99,3,3,2,2.0,old,1433.0,0,0,0,0,0,0,15.0
flat,ambience lagoon,sector 24,5.8,12500.0,3,4,3+,9.0,old,3700.0,1,1,1,0,1,2,42.0
flat,indiabulls enigma,sector 110,3.49,10264.01,4,5,3,7.0,relatively new,3091.0,1,0,0,0,0,1,145.0
flat,ss,sector 85,1.19,7121.02,2,2,3,11.0,relatively new,1670.0,0,0,0,0,0,1,24.0
flat,gls arawali homes,sector 47,0.35,6075.97,2,2,2,12.0,new,524.0,0,0,0,0,0,1,39.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.41,10307.02,2,2,3,0.0,relatively new,1244.0,0,0,0,0,1,1,24.0
house,independent,sector 4,2.3,17013.97,4,4,3,2.0,old,160.0,0,0,0,0,0,0,14.0
flat,godrej,sector 79,2.5,11141.02,3,3,3+,5.0,relatively new,2244.0,0,0,0,0,0,1,54.31
flat,sobha smriti apartments,sector 56,0.5,8333.06,1,1,2,3.0,old,667.0,0,0,0,0,0,1,38.623333333333335
house,independent,sector 57,3.49,20196.99,4,4,2,3.0,relatively old,1727.98,1,1,1,0,0,0,30.0
flat,ansal harmony homes,sector 57,1.12,10665.96,2,2,1,0.0,old,955.0,0,0,0,0,0,1,53.0
flat,ansal housing highland park,sector 103,0.88,6428.99,2,2,3,3.0,new,1237.0,0,0,0,0,0,1,42.0
flat,pyramid urban,sector 67,0.62,11854.0,2,2,2,2.0,relatively new,581.0,0,0,0,0,0,1,56.0
house,project mianwali colony,sector 12,1.7,9444.02,1,1,2,1.0,old,2000.0,0,0,0,0,0,1,54.09
flat,dlf the skycourt,sector 86,1.5,9740.01,3,3,3+,18.0,relatively new,1780.0,0,1,0,0,0,1,151.0
flat,signature the serenas,sector 47,0.42,7909.01,2,2,1,12.0,new,590.0,0,0,0,0,0,1,39.0
flat,sare homes,sector 92,0.58,4098.01,3,3,3,3.0,new,1286.0,0,0,0,0,0,1,33.0
flat,orchid petals,sector 49,4.52,10983.99,5,5,3+,14.0,relatively old,3741.0,1,1,1,0,0,1,24.0
flat,emaar mgf emerald floors,sector 65,3.2,10158.99,4,3,2,1.0,relatively new,3150.0,1,0,0,0,0,1,85.01
flat,m3m soulitude,sector 89,1.32,16923.08,3,3,3,1.0,under construction,867.0,0,0,0,0,0,1,44.0
flat,dlf the skycourt,sector 86,1.58,8190.01,3,3,1,16.0,relatively new,1750.0,0,0,1,0,0,0,130.0
house,independent,sector 25,10.5,29021.96,5,5,3,3.0,relatively old,3618.0,1,1,1,0,0,1,26.0
flat,tulip violet,sector 69,2.0,9583.0,4,4,2,0.0,relatively new,1897.0,0,0,0,0,0,1,137.0
house,raj villas,sector 52,8.0,25543.03,6,5,3+,4.0,new,3131.97,0,0,0,0,0,1,44.33
flat,m3m merlin,sector 67,2.78,13579.99,3,3,3+,4.0,relatively new,2047.13,0,0,1,0,0,0,137.0
flat,dlf new town heights,sector 90,1.42,4864.0,4,4,3+,8.0,relatively old,2149.0,1,0,0,1,0,1,33.0
house,dlf city plot phase 4,sector 28,13.0,17931.03,10,10,3+,1.0,relatively new,8056.0,0,0,0,0,0,1,60.71
flat,emaar mgf the palm drive,sector 66,3.98,18090.0,3,4,3+,2.0,relatively old,2000.0,1,0,0,0,0,0,109.0
flat,vatika city homes,sector 83,1.08,6206.0,3,3,3,6.0,relatively new,1531.0,0,0,0,1,0,1,92.0
flat,pooja apartment,sector 5,0.25,3571.02,2,2,2,2.0,relatively new,778.0,0,0,0,0,0,1,23.9
flat,raheja atharva,sector 109,0.79,7931.01,3,2,2,3.0,relatively new,1208.0,0,0,0,0,0,0,43.0
house,independent,sector 105,9.9,49500.0,2,2,2,3.0,relatively old,2000.0,0,0,0,0,0,1,21.33
flat,shree vardhman flora,sector 90,0.64,4923.0,2,2,3,6.0,old,1194.0,0,1,0,0,0,1,86.0
flat,ss,sector 85,2.17,7715.99,4,4,3,7.0,relatively new,2600.0,1,1,1,0,0,1,21.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10040.96,2,2,2,10.0,relatively new,1105.0,0,0,0,0,0,1,89.0
flat,tarc maceo,sector 91,0.96,5412.99,2,2,3+,8.0,relatively old,1276.0,0,0,0,0,0,1,60.0
flat,smart world gems,sector 89,0.9,8158.97,2,2,2,3.0,new,1003.0,0,1,0,0,1,1,71.0
flat,ambience lagoon,sector 24,4.25,13281.0,3,4,3+,3.0,old,3187.0,1,0,0,1,0,0,114.0
flat,tulip violet,sector 69,1.28,8111.02,3,3,2,12.0,relatively new,1435.0,0,0,1,0,0,0,24.0
flat,ss the leaf,sector 85,1.93,8075.01,3,4,3,7.0,relatively new,2400.0,1,0,0,0,0,1,151.0
flat,the arzoo cghs,sector 51,2.1,9130.0,4,4,3,1.0,relatively new,2300.0,0,0,0,0,0,1,46.0
flat,conscient heritage max,sector 102,2.2,10236.99,3,4,3+,20.0,relatively new,1186.0,1,1,0,0,0,0,43.0
flat,puri diplomatic greens,sector 111,3.45,11694.0,4,5,3+,9.0,relatively new,2682.0,1,0,0,0,0,1,56.0
flat,paras dews,sector 106,1.5,6368.99,4,6,3+,11.0,relatively new,1535.0,1,0,0,0,0,1,151.0
flat,m3m golf hills phase 1,sector 79,1.7,10828.03,3,2,3,10.0,relatively new,1570.0,0,0,0,0,0,1,57.85
flat,dlf the ultima,sector 81,2.4,11412.0,3,4,3+,19.0,relatively new,1912.0,1,0,0,0,0,2,151.0
flat,dlf the ultima,sector 81,2.7,12801.97,3,3,3,15.0,relatively new,2343.0,1,0,0,0,0,0,24.0
flat,sare crescent parc,sector 92,0.9,4277.99,4,5,3+,14.0,relatively new,1700.0,1,0,0,0,1,1,34.0
flat,m3m skywalk,sector 74,2.25,13636.03,3,3,2,9.0,relatively new,1938.0,1,0,0,0,0,0,149.0
house,dlf new town heights,sector 86,2.47,7718.0,4,4,3+,2.0,relatively old,2800.0,1,0,1,0,0,0,102.0
house,international city by sobha phase 2,sector 109,9.5,26389.04,5,5,3+,2.0,relatively new,3600.0,1,1,1,1,0,1,106.0
flat,corona optus,sector 37,1.43,7184.99,3,3,3+,2.0,relatively new,1826.0,1,0,0,0,1,1,24.0
flat,alpha corp gurgaonone,sector 84,1.15,7496.01,2,2,3,14.0,relatively new,1388.0,0,1,0,0,0,1,16.0
flat,signature global park,sector 47,0.56,6811.99,2,2,3,3.0,new,913.0,0,0,0,0,0,1,54.0
flat,breez global heights,sector 47,0.26,6597.98,1,1,1,6.0,new,438.0,0,0,0,0,0,1,16.0
flat,puri diplomatic greens,sector 111,3.4,11524.99,4,5,3+,14.0,relatively new,2682.0,1,0,0,0,0,0,76.0
flat,sare green parc phase 3,sector 92,0.95,4856.01,4,3,3,4.0,relatively old,1778.0,0,0,0,0,0,1,41.0
flat,smart world orchard,sector 61,1.9,22700.12,3,3,3,1.0,new,1137.0,0,0,0,0,0,1,16.0
house,independent,sector 8,1.6,3185.98,4,6,1,3.0,relatively new,558.0,0,0,0,0,0,1,22.86
flat,tulip ivory,sector 70,2.0,8332.99,4,5,3+,6.0,relatively old,2105.0,1,0,0,0,0,0,85.0
flat,mapsko mount ville,sector 79,1.25,8388.98,3,3,3,18.0,relatively new,1058.0,0,1,0,0,0,0,88.0
flat,ats triumph,sector 104,2.63,9563.01,4,4,3+,21.0,relatively new,2941.0,1,0,0,0,0,0,143.0
flat,eldeco accolade,sector 47,0.96,6571.02,2,2,3+,14.0,relatively new,1127.0,0,1,0,0,0,1,128.0
house,international city by sobha phase 2,sector 109,7.0,11240.0,5,5,3+,2.0,relatively new,6228.0,1,0,0,0,0,1,108.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10637.98,3,3,3,5.0,relatively new,1538.0,0,0,0,0,0,1,24.0
flat,ambience creacions,sector 22,4.8,19200.0,4,6,3+,10.0,new,2778.0,1,0,1,0,0,2,24.0
flat,sare homes,sector 92,1.19,5219.0,4,3,3,14.0,relatively new,2533.0,1,0,0,0,0,1,78.0
house,independent,sector 9,3.5,13410.01,9,9,3+,3.0,relatively new,2610.0,0,1,0,0,0,1,20.0
flat,godrej oasis,sector 88,1.38,6678.99,3,3,3+,7.0,relatively new,2296.0,1,0,0,0,0,1,48.0
house,independent,sector 2,1.0,8796.0,3,2,2,1.0,old,120.0,0,0,1,0,0,1,5.98
flat,kashish manor one,sector 111,1.65,7096.99,3,4,3+,14.0,under construction,2114.0,1,0,0,0,1,1,16.0
flat,godrej oasis,sector 88,1.29,7799.98,3,3,3,5.0,new,1634.0,0,1,0,0,1,1,50.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10224.0,3,3,3,1.0,relatively new,1538.0,0,0,0,0,0,1,83.0
flat,alpha corp gurgaonone,sector 84,1.15,7496.01,2,2,3,8.0,relatively new,1355.0,0,1,0,0,0,0,19.0
flat,m3m woodshire,sector 107,0.88,6441.98,2,2,3+,3.0,relatively new,1242.0,0,0,0,0,0,1,89.0
flat,experion the heartsong,sector 108,3.0,18392.04,4,5,3+,2.0,relatively new,1631.14,1,0,0,0,0,2,114.0
house,ansal sushant lok plots,sector 43,3.3,26570.05,1,1,0,2.0,under construction,1242.0,0,0,0,0,0,1,34.95
house,international city by sobha phase 1,sector 109,6.0,24690.95,4,4,3+,2.0,relatively new,2430.0,1,1,1,1,0,1,128.0
flat,bestech park view city,sector 49,2.9,12169.02,4,4,3+,5.0,relatively old,2166.0,1,0,0,0,0,1,91.0
flat,signature global park,sector 47,0.85,7863.02,3,2,2,4.0,new,1080.0,0,0,0,0,0,1,11.0
flat,unitech fresco,sector 50,1.8,9589.0,3,4,3+,6.0,relatively old,1870.0,1,0,0,0,0,0,149.0
flat,shri banke bihari society,sector 56,1.37,9133.03,3,3,3+,2.0,old,1450.0,0,0,0,0,1,1,151.0
flat,emaar mgf emerald floors premier,sector 65,2.0,12120.99,3,3,3,1.0,relatively new,1833.0,1,0,0,0,0,0,100.0
flat,breez global heights,sector 47,0.21,5329.0,1,1,1,2.0,relatively new,438.0,0,0,0,0,0,1,13.0
flat,rose apartment,sector 28,3.0,10482.0,3,5,3+,8.0,old,2602.0,0,0,0,0,0,1,2.0
house,unitech uniworld resorts,sector 33,11.75,23239.99,5,7,3+,3.0,relatively new,5055.94,1,0,0,0,0,1,59.0
flat,ss the leaf,sector 85,1.83,7610.0,3,4,3,9.0,relatively new,1925.0,0,0,0,0,0,1,24.0
flat,bptp terra,sector 37,1.17,8296.99,2,2,2,0.0,relatively new,1282.0,0,0,0,0,0,1,78.0
flat,godrej frontier,sector 80,1.4,6188.99,3,4,2,10.0,relatively old,1854.0,0,0,1,1,0,1,92.0
flat,suncity heights,sector 54,3.25,14117.97,3,3,3+,0.0,old,2558.0,0,0,1,0,0,0,98.0
flat,ansal heights 86,sector 86,1.25,7396.01,3,2,1,2.0,new,1536.0,0,0,0,0,0,1,77.0
flat,m3m merlin,sector 67,3.5,14843.02,3,4,3+,15.0,relatively new,2144.0,1,0,0,0,0,0,141.0
flat,mrg world ultimus,sector 90,0.5,6983.05,2,2,2,1.0,under construction,796.0,0,0,0,0,0,1,12.0
flat,shree vardhman flora,sector 90,0.75,5769.01,2,2,3,8.0,relatively new,1444.0,0,0,0,0,0,1,60.0
flat,puri diplomatic greens,sector 111,3.7,12541.99,4,5,3+,12.0,relatively new,2650.0,1,0,0,0,0,0,134.0
flat,m3m merlin,sector 67,3.0,14655.02,3,3,3+,4.0,relatively new,2047.08,0,0,0,1,0,0,154.0
flat,bestech park view grand spa,sector 81,2.22,8344.99,3,4,3+,15.0,relatively new,2418.0,1,0,0,0,0,0,154.0
flat,supertech hues,sector 68,1.0,8474.0,2,2,3,23.0,new,1311.0,0,0,0,0,0,1,24.0
house,4s aradhya homes,sector 67,1.83,6778.0,4,4,2,4.0,new,2700.0,0,0,1,0,0,0,122.0
house,independent,sector 57,7.25,26851.95,9,9,3+,2.0,new,2700.0,1,0,1,0,1,0,30.0
flat,dlf the ultima,sector 81,2.2,10475.99,3,4,3+,17.0,relatively new,1909.0,1,0,0,0,0,2,24.0
flat,mapsko royale ville,sector 82,1.12,6256.0,3,3,2,12.0,relatively new,1581.0,0,0,1,0,0,0,24.0
flat,bptp terra,sector 37,1.5,8281.99,3,3,3,17.0,relatively new,1685.0,0,0,0,0,1,1,24.0
flat,vatika gurgaon,sector 83,0.75,6024.0,2,2,2,19.0,relatively new,1150.0,0,0,0,0,1,0,84.0
flat,breez global heights,sector 47,0.25,7002.02,1,1,1,1.0,relatively new,384.0,0,0,0,0,0,1,42.0
flat,emaar palm gardens,sector 83,1.8,9472.99,3,4,3,4.0,relatively new,1545.0,1,1,1,1,0,0,154.0
house,independent,sector 4,3.25,14444.0,3,3,2,2.0,old,2250.0,0,0,0,0,0,1,20.0
flat,microtek greenburg,sector 86,1.3,8755.98,2,2,3,10.0,relatively new,1345.0,0,1,0,0,0,1,39.0
flat,ss,sector 85,1.98,8222.01,3,4,3,6.0,relatively new,2300.0,0,0,0,0,0,1,22.0
flat,indiabulls enigma,sector 110,3.25,9558.01,4,4,3,11.0,relatively new,3091.0,1,0,0,0,1,1,98.0
flat,bptp terra,sector 37,1.98,9035.98,3,3,3+,12.0,new,1992.0,0,1,0,0,0,0,24.0
flat,central park resorts,sector 48,15.0,22387.99,5,6,3+,17.0,relatively new,7444.0,1,1,1,0,0,2,43.0
flat,sobha city,sector 108,3.95,16859.02,4,5,3,25.0,relatively new,2343.0,0,0,0,0,0,1,61.0
flat,m3m skywalk,sector 74,1.48,12333.03,2,2,3,13.0,relatively new,1300.0,0,0,0,1,0,1,137.0
flat,ireo the corridors,sector 67,1.4,9433.01,2,2,2,8.0,relatively new,1145.0,0,1,0,0,1,1,57.0
house,independent,sector 10,1.7,18888.05,2,1,2,2.0,old,900.0,0,0,0,0,1,1,4.0
flat,emaar palm gardens,sector 83,1.75,9209.99,3,3,3+,11.0,relatively new,1543.0,1,0,0,0,0,1,110.0
flat,mapsko mount ville,sector 79,1.1,12732.07,3,3,3,22.0,relatively new,1150.0,0,1,1,0,0,0,118.0
flat,essel towers,sector 14,2.2,12500.0,3,4,3+,3.0,old,1956.0,0,0,0,0,0,1,51.78
flat,vatika gurgaon,sector 83,1.1,6051.0,3,3,3,12.0,relatively new,1577.0,1,0,0,0,0,0,62.0
house,independent,sector 41,1.65,13750.0,1,1,0,1.0,relatively old,1200.0,0,0,0,0,0,1,20.29
flat,raheja navodaya,sector 92,0.62,4806.98,2,2,2,5.0,new,1498.0,0,0,0,0,0,1,46.23866666666667
flat,proxima tower,sector 37,0.6,4602.0,2,2,3,5.0,under construction,1185.0,0,1,1,0,0,1,42.0
flat,ats triumph,sector 104,2.52,8000.0,4,4,3+,19.0,relatively new,2800.0,1,0,0,1,0,0,136.0
flat,m3m sierra 68,sector 68,1.25,10244.98,2,2,3,4.0,new,934.0,0,0,0,0,0,1,21.0
house,independent,sector 56,8.0,9654.0,10,10,3+,4.0,relatively new,8286.0,1,1,1,0,0,2,81.0
